3,3,173.5,1.5,1
3,3,174.25,0.75,1
3,3,175.0,0.75,1
1,3,175.75,0.75,0
1,3,176.5,0.75,0
3,3,177.75,1.25,1
3,3,178.25,0.5,1
2,3,179.0,0.75,0
1,3,179.5,0.5,0
3,3,183.5,4.0,1
3,3,185.5,2.0,1
3,3,189.0,3.5,1
2,3,189.75,0.75,0
3,3,223.0,33.25,1
3,3,225.5,2.5,1
2,3,225.75,0.25,0
3,3,225.85,0.09999999999999432,1
1,3,226.0,0.15000000000000568,0
2,3,226.1,0.09999999999999432,0
1,3,226.5,0.4000000000000057,0
3,3,230.5,4.0,1
3,3,231.0,0.5,1
3,3,231.5,0.5,1
3,3,232.0,0.5,1
1,3,232.75,0.75,0
2,3,233.5,0.75,0
3,3,234.0,0.5,1
3,3,235.0,1.0,1
3,3,247.25,12.25,1
2,3,248.5,1.25,0
3,3,249.25,0.75,1
1,3,251.5,2.25,0
3,3,252.25,0.75,1
3,3,253.5,1.25,1
2,3,254.5,1.0,0
3,3,255.5,1.0,1
1,3,257.5,2.0,0
3,3,258.5,1.0,1
2,3,259.5,1.0,0
1,3,260.25,0.75,0
3,3,261.0,0.75,1
3,3,261.75,0.75,1
1,3,264.25,2.5,0
3,3,264.75,0.5,1
1,3,265.75,1.0,0
1,3,266.25,0.5,0
3,3,270.75,4.5,1
3,3,273.0,2.25,1
2,3,274.0,1.0,0
1,3,274.75,0.75,0
3,3,275.5,0.75,1
1,3,276.0,0.5,0
3,3,276.75,0.75,1
1,3,277.75,1.0,0
3,3,278.25,0.5,1
3,3,279.0,0.75,1
1,3,279.25,0.25,0
4,3,279.5,0.25,0
1,3,279.75,0.25,0
2,3,280.25,0.5,0
1,3,280.75,0.5,0
3,3,281.25,0.5,1
1,3,281.5,0.25,0
2,3,282.25,0.75,0
2,3,283.25,1.0,0
1,3,284.0,0.75,0
3,3,284.5,0.5,1
4,3,285.25,0.75,0
1,3,285.75,0.5,0
1,3,286.25,0.5,0
3,3,286.75,0.5,1
3,3,287.75,1.0,1
3,3,288.25,0.5,1
2,3,288.75,0.5,0
3,3,289.0,0.25,1
3,3,289.5,0.5,1
1,3,290.25,0.75,0
2,3,290.5,0.25,0
3,3,291.0,0.5,1
3,3,291.5,0.5,1
2,3,292.5,1.0,0
3,3,293.25,0.75,1
1,3,293.5,0.25,0
2,3,294.0,0.5,0
1,3,295.0,1.0,0
1,3,295.25,0.25,0
3,3,295.75,0.5,1
3,3,296.0,0.25,1
3,3,296.5,0.5,1
1,3,296.75,0.25,0
1,3,297.75,1.0,0
4,3,298.0,0.25,0
3,3,298.5,0.5,1
1,3,298.75,0.25,0
3,3,299.25,0.5,1
3,3,299.75,0.5,1
1,3,300.0,0.25,0
1,3,301.5,1.5,0
3,3,302.25,0.75,1
1,3,302.75,0.5,0
3,3,303.25,0.5,1
3,3,304.0,0.75,1
2,3,304.5,0.5,0
1,3,304.75,0.25,0
1,3,305.75,1.0,0
1,3,306.25,0.5,0
3,3,306.5,0.25,1
1,3,307.0,0.5,0
3,3,307.25,0.25,1
1,3,308.0,0.75,0
3,3,308.5,0.5,1
3,3,309.0,0.5,1
3,3,309.5,0.5,1
3,3,310.0,0.5,1
3,3,310.5,0.5,1
1,3,310.75,0.25,0
1,3,311.75,1.0,0
3,3,312.0,0.25,1
1,3,312.75,0.75,0
3,3,313.25,0.5,1
3,3,313.35,0.10000000000002274,1
2,3,313.75,0.39999999999997726,0
3,3,314.5,0.75,1
3,3,314.75,0.25,1
3,3,315.0,0.25,1
3,3,315.5,0.5,1
2,3,315.6,0.10000000000002274,0
2,3,315.75,0.14999999999997726,0
3,3,316.0,0.25,1
1,3,316.25,0.25,0
2,3,316.5,0.25,0
2,3,316.75,0.25,0
1,3,316.85,0.10000000000002274,0
3,3,317.0,0.14999999999997726,1
3,3,317.25,0.25,1
1,3,317.35,0.10000000000002274,0
3,3,317.5,0.14999999999997726,1
3,3,318.0,0.5,1
3,3,318.1,0.10000000000002274,1
3,3,318.25,0.14999999999997726,1
2,3,318.5,0.25,0
3,3,318.58,0.07999999999998408,1
2,3,318.75,0.17000000000001592,0
1,3,319.0,0.25,0
1,3,319.13,0.12999999999999545,0
3,3,319.2,0.06999999999999318,1
3,3,319.25,0.05000000000001137,1
3,3,319.5,0.25,1
3,3,319.75,0.25,1
3,3,320.0,0.25,1
2,3,320.5,0.5,0
1,3,320.75,0.25,0
3,3,321.0,0.25,1
2,3,321.25,0.25,0
3,3,321.5,0.25,1
3,3,321.75,0.25,1
3,3,321.83,0.07999999999998408,1
3,3,322.0,0.17000000000001592,1
3,3,322.25,0.25,1
3,3,322.35,0.10000000000002274,1
3,3,322.5,0.14999999999997726,1
1,3,322.75,0.25,0
3,3,323.0,0.25,1
3,3,323.25,0.25,1
1,3,323.33,0.07999999999998408,0
1,3,323.5,0.17000000000001592,0
1,3,323.75,0.25,0
3,3,323.85,0.10000000000002274,1
3,3,324.0,0.14999999999997726,1
3,3,324.25,0.25,1
3,3,324.35,0.10000000000002274,1
1,3,324.75,0.39999999999997726,0
3,3,324.83,0.07999999999998408,1
1,3,325.25,0.4200000000000159,0
2,3,325.5,0.25,0
3,3,326.25,0.75,1
1,3,327.0,0.75,0
3,3,327.5,0.5,1
1,3,327.75,0.25,0
3,3,328.0,0.25,1
3,3,328.5,0.5,1
3,3,328.75,0.25,1
2,3,329.0,0.25,0
1,3,329.1,0.10000000000002274,0
1,3,329.5,0.39999999999997726,0
1,3,329.6,0.10000000000002274,0
3,3,329.75,0.14999999999997726,1
3,3,330.0,0.25,1
3,3,330.5,0.5,1
4,3,330.75,0.25,0
3,3,331.0,0.25,1
3,3,331.13,0.12999999999999545,1
3,3,331.5,0.37000000000000455,1
1,3,331.6,0.10000000000002274,0
3,3,331.65,0.049999999999954525,1
3,3,332.0,0.35000000000002274,1
3,3,332.5,0.5,1
3,3,332.75,0.25,1
3,3,333.0,0.25,1
1,3,333.08,0.07999999999998408,0
3,3,333.25,0.17000000000001592,1
3,3,333.5,0.25,1
1,3,333.6,0.10000000000002274,0
1,3,333.75,0.14999999999997726,0
2,3,334.25,0.5,0
1,3,334.35,0.10000000000002274,0
3,3,334.5,0.14999999999997726,1
3,3,334.6,0.10000000000002274,1
1,3,335.0,0.39999999999997726,0
3,3,335.1,0.10000000000002274,1
3,3,335.15,0.049999999999954525,1
3,3,335.25,0.10000000000002274,1
3,3,335.75,0.5,1
3,3,336.0,0.25,1
3,3,336.25,0.25,1
3,3,336.5,0.25,1
3,3,336.75,0.25,1
3,3,337.0,0.25,1
1,3,337.5,0.5,0
3,3,337.75,0.25,1
3,3,337.85,0.10000000000002274,1
1,3,338.25,0.39999999999997726,0
3,3,338.75,0.5,1
3,3,338.85,0.10000000000002274,1
1,3,339.0,0.14999999999997726,0
3,3,339.5,0.5,1
3,3,339.75,0.25,1
3,3,340.0,0.25,1
3,3,341.5,1.5,1
3,3,342.0,0.5,1
3,3,342.75,0.75,1
2,3,343.25,0.5,0
3,3,343.35,0.10000000000002274,1
1,3,343.5,0.14999999999997726,0
3,3,343.6,0.10000000000002274,1
2,3,344.0,0.39999999999997726,0
3,3,344.5,0.5,1
1,3,344.75,0.25,0
3,3,345.0,0.25,1
3,3,345.1,0.10000000000002274,1
3,3,345.5,0.39999999999997726,1
2,3,345.58,0.07999999999998408,0
3,3,345.75,0.17000000000001592,1
3,3,346.0,0.25,1
3,3,346.25,0.25,1
1,3,346.35,0.10000000000002274,0
3,3,346.5,0.14999999999997726,1
3,3,347.0,0.5,1
1,3,347.25,0.25,0
3,3,347.5,0.25,1
3,3,347.75,0.25,1
3,3,347.85,0.10000000000002274,1
1,3,348.25,0.39999999999997726,0
4,3,348.35,0.10000000000002274,0
3,3,348.4,0.049999999999954525,1
3,3,348.5,0.10000000000002274,1
2,3,348.75,0.25,0
3,3,348.85,0.10000000000002274,1
3,3,349.0,0.14999999999997726,1
4,3,349.5,0.5,0
2,3,350.0,0.5,0
2,3,350.25,0.25,0
1,3,350.5,0.25,0
4,3,351.0,0.5,0
2,3,352.0,1.0,0
3,3,352.75,0.75,1
1,3,352.85,0.10000000000002274,0
1,3,353.0,0.14999999999997726,0
3,3,353.5,0.5,1
3,3,354.0,0.5,1
3,3,354.5,0.5,1
3,3,355.5,1.0,1
3,3,355.6,0.10000000000002274,1
1,3,356.0,0.39999999999997726,0
1,3,356.25,0.25,0
2,3,357.0,0.75,0
1,3,357.25,0.25,0
4,3,357.5,0.25,0
1,3,358.5,1.0,0
3,3,359.0,0.5,1
2,3,359.25,0.25,0
2,3,359.5,0.25,0
1,3,359.6,0.10000000000002274,0
2,3,359.75,0.14999999999997726,0
1,3,360.0,0.25,0
3,3,360.25,0.25,1
1,3,360.5,0.25,0
1,3,361.5,1.0,0
2,3,361.75,0.25,0
3,3,362.0,0.25,1
3,3,362.25,0.25,1
3,3,362.5,0.25,1
1,3,362.6,0.10000000000002274,0
1,3,363.0,0.39999999999997726,0
1,3,363.25,0.25,0
3,3,363.5,0.25,1
1,3,363.75,0.25,0
1,3,364.25,0.5,0
3,3,364.5,0.25,1
3,3,364.75,0.25,1
1,3,365.0,0.25,0
2,3,365.03,0.029999999999972715,0
3,3,365.25,0.22000000000002728,1
3,3,365.35,0.10000000000002274,1
4,3,365.75,0.39999999999997726,0
3,3,365.85,0.10000000000002274,1
3,3,366.0,0.14999999999997726,1
2,3,366.25,0.25,0
1,3,366.5,0.25,0
2,3,366.75,0.25,0
3,3,367.5,0.75,1
3,3,367.75,0.25,1
1,3,367.85,0.10000000000002274,0
3,3,368.0,0.14999999999997726,1
2,3,368.25,0.25,0
3,3,368.5,0.25,1
3,3,368.6,0.10000000000002274,1
3,3,369.0,0.39999999999997726,1
3,3,369.1,0.10000000000002274,1
2,3,369.25,0.14999999999997726,0
3,3,369.5,0.25,1
3,3,369.75,0.25,1
3,3,370.0,0.25,1
3,3,370.25,0.25,1
1,3,370.35,0.10000000000002274,0
1,3,371.75,1.3999999999999773,0
3,3,374.5,2.75,1
1,3,375.0,0.5,0
1,3,375.5,0.5,0
3,3,376.0,0.5,1
3,3,376.25,0.25,1
3,3,377.75,1.5,1
3,3,378.75,1.0,1
1,3,379.75,1.0,0
1,3,380.75,1.0,0
3,3,381.25,0.5,1
3,3,381.75,0.5,1
2,3,382.25,0.5,0
1,3,382.75,0.5,0
3,3,383.75,1.0,1
3,3,384.0,0.25,1
2,3,384.25,0.25,0
3,3,384.75,0.5,1
1,3,385.25,0.5,0
1,3,385.5,0.25,0
3,3,386.0,0.5,1
1,3,386.25,0.25,0
3,3,387.0,0.75,1
3,3,387.5,0.5,1
1,3,387.75,0.25,0
3,3,388.25,0.5,1
3,3,388.5,0.25,1
3,3,388.75,0.25,1
4,3,389.0,0.25,0
3,3,389.5,0.5,1
2,3,389.75,0.25,0
3,3,390.0,0.25,1
2,3,390.25,0.25,0
1,3,390.75,0.5,0
3,3,391.0,0.25,1
1,3,391.5,0.5,0
1,3,391.75,0.25,0
2,3,396.0,4.25,0
3,3,396.25,0.25,1
2,3,396.5,0.25,0
1,3,397.0,0.5,0
2,3,397.25,0.25,0
2,3,397.75,0.5,0
3,3,398.0,0.25,1
1,3,398.25,0.25,0
2,3,398.5,0.25,0
0.00000,1.00000,0.00000,1.00000,0.00000,1.00000,0.25000,0.75000,0.20000,0.80000,0.33333,0.66667,0.42857,0.57143,0.50000,0.50000,0.44444,0.55556,0.80000,0.50000,0.72727,0.54545,0.75000,0.50000,0.69231,0.53846,0.71429,0.50000,0.66667,0.53333,0.62500,0.56250,0.58824,0.58824,0.55556,0.61111,0.73684,0.57895,0.90000,0.55000,0.90476,0.52381,0.90909,0.50000,0.86957,0.52174,0.87500,0.50000,0.88000,0.48000,1.00000,0.46154,0.96296,0.48148,0.92857,0.50000,0.89655,0.51724,0.90000,0.50000,0.90323,0.48387,0.90625,0.46875,1.00000,0.45455,0.97059,0.47059,1.05714,0.45714,1.02778,0.47222,1.00000,0.48649,1.07895,0.47368,1.05128,0.48718,1.05000,0.47500,1.02439,0.48780,1.09524,0.47619,1.16279,0.46512,1.13636,0.47727,1.20000,0.46667,1.17391,0.47826,1.14894,0.48936,1.12500,0.50000,1.18367,0.48980,1.16000,0.50000,1.15686,0.49020,1.13462,0.50000,1.18868,0.49057,1.16667,0.50000,1.14545,0.50909,1.12500,0.51786,1.10526,0.52632,1.10345,0.51724,1.08475,0.52542,1.06667,0.53333,1.04918,0.54098,1.03226,0.54839,1.03175,0.53968,1.01562,0.54688,1.01538,0.53846,1.06061,0.53030,1.05970,0.52239,1.10294,0.51471,1.14493,0.50725,1.14286,0.50000,1.12676,0.50704,1.16667,0.50000,1.15068,0.50685,1.13514,0.51351,1.12000,0.52000,1.15789,0.51316,1.19481,0.50649,1.19231,0.50000,1.17722,0.50633,1.16250,0.51250,1.14815,0.51852,1.13415,0.52439,1.16867,0.51807,1.15476,0.52381,1.14118,0.52941,1.17442,0.52326,1.16092,0.52874,1.14773,0.53409,1.14607,0.52809,1.14444,0.52222,1.17582,0.51648,1.16304,0.52174,1.15054,0.52688,1.13830,0.53191,1.13684,0.52632,1.16667,0.52083,1.15464,0.52577,1.14286,0.53061,1.13131,0.53535,1.16000,0.53000,1.14851,0.53465,1.14706,0.52941,1.17476,0.52427,1.16346,0.52885,1.15238,0.53333,1.14151,0.53774,1.14019,0.53271,1.13889,0.52778,1.12844,0.53211,1.11818,0.53636,1.14414,0.53153,1.14286,0.52679,1.16814,0.52212,1.19298,0.51754,1.18261,0.52174,1.17241,0.52586,1.16239,0.52991,1.15254,0.53390,1.17647,0.52941,1.17500,0.52500,1.16529,0.52893,1.18852,0.52459,1.21138,0.52033,1.23387,0.51613,1.25600,0.51200,1.25397,0.50794,1.27559,0.50394,1.26562,0.50781,1.25581,0.51163,1.27692,0.50769,1.27481,0.50382,1.26515,0.50758,1.26316,0.50376,1.26119,0.50000,1.25926,0.49630,1.25000,0.50000,1.24088,0.50365,1.23188,0.50725,1.23022,0.50360,1.22143,0.50714,1.24113,0.50355,1.23239,0.50704,1.22378,0.51049,1.21528,0.51389,1.21379,0.51034,1.23288,0.50685,1.23129,0.50340,1.22297,0.50676,1.21477,0.51007,1.20667,0.51333,1.19868,0.51656,1.21711,0.51316,1.23529,0.50980,1.23377,0.50649,1.22581,0.50968,1.21795,0.51282,1.21656,0.50955,1.21519,0.50633,1.20755,0.50943,1.20625,0.50625,1.19876,0.50932,1.21605,0.50617,1.20859,0.50920,1.20122,0.51220,1.20000,0.50909,1.19277,0.51205,1.20958,0.50898,1.20238,0.51190,1.19527,0.51479,1.18824,0.51765,1.18713,0.51462,1.18605,0.51163,1.18497,0.50867,1.17816,0.51149,1.17143,0.51429,1.18750,0.51136,1.18079,0.51412,1.17416,0.51685,1.16760,0.51955,1.16111,0.52222,1.17680,0.51934,1.17582,0.51648,1.16940,0.51913,1.16304,0.52174,1.17838,0.51892,1.17742,0.51613,1.17647,0.51337,1.19149,0.51064,1.18519,0.51323,1.18421,0.51053,1.19895,0.50785,1.19271,0.51042,1.18653,0.51295,1.20103,0.51031,1.21538,0.50769,1.22959,0.50510,1.24365,0.50254,1.23737,0.50505,1.23116,0.50754,1.22500,0.51000,1.21891,0.51244,1.21287,0.51485,1.20690,0.51724,1.22059,0.51471,1.23415,0.51220,1.22816,0.51456,1.22222,0.51691,1.21635,0.51923,1.21053,0.52153,1.22381,0.51905,1.23697,0.51659,1.23113,0.51887,1.24413,0.51643,1.25701,0.51402,1.25116,0.51628,1.26389,0.51389,1.25806,0.51613,1.25229,0.51835,1.24658,0.52055,1.25909,0.51818,1.25792,0.51584,1.25676,0.51351,1.25112,0.51570,1.24554,0.51786,1.24000,0.52000,1.23451,0.52212,1.23348,0.51982,1.23246,0.51754,1.23144,0.51528,1.22609,0.51739,1.22078,0.51948,1.21552,0.52155,1.21030,0.52361,1.20513,0.52564,1.21702,0.52340,1.21186,0.52542,1.22363,0.52321,1.22269,0.52101,1.22176,0.51883,
